0.000000	1.000000	0.000000
-0.046635	0.997998	0.042722
0.007816	0.995996	-0.089056
0.066584	0.993994	0.086847
-0.124370	0.991992	-0.021999
0.119086	0.989990	-0.075753
-0.040117	0.987988	0.149233
-0.076892	0.985986	-0.148051
0.167440	0.983984	0.061149
-0.174678	0.981982	0.072104
0.084386	0.979980	-0.180328
0.062463	0.977978	0.199142
-0.188511	0.975976	-0.109246
0.221373	0.973974	-0.048668
-0.135211	0.971972	0.192324
-0.031257	0.969970	-0.241208
0.191983	0.967968	0.161804
-0.258448	0.965966	0.010688
0.188572	0.963964	-0.187654
-0.012619	0.961962	0.272892
-0.179486	0.959960	-0.215085
0.284346	0.957958	0.038258
-0.240930	0.955956	0.167633
0.065834	0.953954	-0.292639
0.152260	0.951952	0.265715
-0.297623	0.949950	-0.094950
0.289064	0.947948	-0.133555
-0.125209	0.945946	0.299181
-0.111725	0.943944	-0.310624
0.297225	0.941942	0.156213
-0.330065	0.939940	0.087004
0.187564	0.937938	-0.291705
0.059649	0.935936	0.347082
-0.282605	0.933934	-0.218865
0.361395	0.931932	-0.029941
-0.249722	0.929930	0.269943
0.001818	0.927928	-0.372755
0.253774	0.925926	0.279749
-0.380944	0.923924	-0.035306
0.308568	0.921922	-0.234192
-0.070181	0.919920	0.385775
-0.211322	0.917918	-0.335812
0.387096	0.915916	0.106087
-0.361131	0.913914	0.185326
0.142657	0.911912	-0.384793
0.156400	0.909910	0.384192
-0.378785	0.907908	-0.179513
0.404682	0.905906	-0.124768
-0.216273	0.903904	0.369031
-0.090687	0.901902	-0.422314
0.355526	0.899900	0.252549
-0.436824	0.897898	0.054441
0.287958	0.895896	-0.338305
0.016337	0.893894	0.447981
-0.317440	0.891892	-0.322120
0.455580	0.889890	0.023294
-0.354660	0.887888	0.293038
0.064102	0.885886	-0.459453
0.265246	0.883884	0.385219
-0.459464	0.881882	-0.105722
0.413450	0.879880	-0.234244
-0.147774	0.877878	0.455514
-0.200247	0.875876	-0.439024
0.447542	0.873874	0.189870
-0.461635	0.871872	0.163502
0.231617	0.869870	-0.435523
0.124283	0.867868	0.480998
-0.419471	0.865866	-0.272618
0.496858	0.863864	-0.082896
-0.312478	0.861862	0.399439
-0.039669	0.859860	-0.508987
0.375520	0.857858	0.350806
-0.517190	0.855856	-0.005046
0.387222	0.853854	-0.347840
-0.050881	0.851852	0.521306
-0.316567	0.849850	-0.421356
0.521208	0.847848	0.097448
-0.452854	0.845846	0.281901
0.144350	0.843844	-0.516808
0.244078	0.841842	0.481382
-0.508055	0.839840	-0.191179
0.506626	0.837838	-0.203366
-0.237523	0.835836	0.494936
-0.160063	0.833834	-0.528300
0.477478	0.831832	0.282967
-0.546144	0.829830	0.114494
0.327099	0.827828	-0.455749
0.067011	0.825826	0.559930
-0.429853	0.823824	-0.369514
0.569461	0.821822	-0.017986
-0.409812	0.819820	0.399936
0.032189	0.817818	-0.574576
